번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치유형,화장실입구CCTV설치유무,기저귀교환대장소,리모델링연월,데이터기준일자
310,공중화장실,월배이레주유소,대구광역시 달서구 달서대로 58 (유천동),,Y,0,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.81406195,128.5109264,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
311,공중화장실,해뜨는주유소,대구광역시 달서구 달서대로 46 (유천동),,N,0,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.8133713,128.5122453,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
312,공중화장실,공단제일주유소,대구광역시 달서구 달서대로 455 (호산동),,N,1,2,0,0,0,0,2,0,0,달서구청 환경보호과,,09:00~18:00,,35.84002743,128.4914973,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
313,공중화장실,대림공단주유소,대구광역시 달서구 달서대로 403 (호림동),,N,1,2,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.83521986,128.491124,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
314,개방화장실,㈜대천에너지,대구광역시 달서구 달서대로 109 (대천동),,N,2,3,0,0,0,0,2,0,0,달서구청 환경보호과,,09:00~18:00,,35.81559999,128.505273,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
315,공중화장실,대천대성주유소,대구광역시 달서구 달서대로 101 (대천동),,N,0,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.81576144,128.5059089,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
316,공중화장실,서남시장,대구광역시 달서구 달구벌대로329길 17 (감삼동),,N,2,2,0,0,0,0,4,1,0,달서구청 경제지원과,,09:00~18:00,,35.85436593,128.5451735,민간,상업시설,수세식,여자화장실,N,없음,,2020-08-31
317,공중화장실,서남신시장,대구광역시 달서구 달구벌대로329길 32,,N,4,4,0,0,0,0,9,1,0,달서구청 경제지원과,,09:00~18:00,,35.8550704,128.5456122,민간,상업시설,수세식,여자화장실,Y,여자화장실,,2020-08-31
318,공중화장실,죽전시장,대구광역시 달서구 달구벌대로305길 24 (죽전동),,N,2,1,0,0,0,0,3,0,0,달서구청 경제지원과,,09:00~18:00,,35.85102308,128.5340309,민간,상업시설,수세식,없음,N,없음,,2020-08-31
319,개방화장실,시각장애인 복지관 5층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,1,1,0,0,0,0,2,1,0,대구시각장애인복지관,,09:00~18:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
320,개방화장실,시각장애인 복지관 4층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,1,2,0,0,0,0,3,0,0,대구시각장애인복지관,,09:00~18:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
321,개방화장실,시각장애인 복지관 3층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,1,2,0,0,0,0,3,0,0,대구시각장애인복지관,,09:00~18:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
322,개방화장실,시각장애인 복지관 2층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,1,2,0,0,0,0,3,0,0,대구시각장애인복지관,,09:00~18:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
323,개방화장실,시각장애인 복지관 1층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,1,2,0,0,0,0,3,0,0,대구시각장애인복지관,,09:00~18:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
324,개방화장실,청각언어 장애인복지관 5층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,1,1,0,0,0,0,2,1,0,대구청각언어장애인복지관,,09:00~18:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
325,개방화장실,청각언어 장애인복지관 4층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,1,2,0,0,0,0,3,0,0,대구청각언어장애인복지관,,09:00~18:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
326,공중화장실,강창역,"대구광역시 달서구 달구벌대로 지하 1014 (호산동, 대구지하철2호선 강창역)",,N,4,4,0,0,0,0,7,1,1,대구도시철도공사 강창역,,05:20~00:00,,35.85307661,128.4783435,공공기관,교통시설,수세식,여자화장실,Y,여자화장실,,2020-08-31
327,개방화장실,삼익신협,대구광역시 달서구 달구벌대로 1862 (두류동),,N,1,1,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.86078891,128.5685678,민간,기타,수세식,없음,N,없음,,2020-08-31
328,개방화장실,성안오피스텔,"대구광역시 달서구 달구벌대로 1834 (두류동, 성안오피스텔건물)",,N,1,2,0,0,0,0,2,0,0,달서구청 환경보호과,,09:00~18:00,,35.8599183,128.5653979,민간,기타,수세식,없음,Y,없음,,2020-08-31
329,개방화장실,현대해상,"대구광역시 달서구 달구벌대로 1790 (두류동, 현대해상빌딩)",,N,2,3,0,0,0,0,2,1,0,달서구청 환경보호과,,09:00~18:00,,35.85855796,128.560797,민간,기타,수세식,없음,Y,없음,,2020-08-31
330,개방화장실,교보생명,대구광역시 달서구 달구벌대로 1780 (두류동),,N,2,2,0,0,0,0,2,0,0,달서구청 환경보호과,,09:00~18:00,,35.85821237,128.5596523,민간,기타,수세식,없음,N,없음,,2020-08-31
331,개방화장실,대구기독병원,대구광역시 달서구 달구벌대로 1750 (두류동),,N,1,2,0,0,0,0,2,0,0,달서구청 환경보호과,,09:00~18:00,,35.85702656,128.556866,민간,기타,수세식,없음,N,없음,,2020-08-31
332,개방화장실,지산빌딩,대구광역시 달서구 달구벌대로 1690 (두류동),,N,2,1,0,0,0,0,2,0,0,달서구청 환경보호과,,09:00~18:00,,35.85493409,128.5508742,민간,기타,수세식,없음,N,없음,,2020-08-31
333,개방화장실,수송타워,대구광역시 달서구 달구벌대로 1686 (두류동),,N,2,2,0,0,0,0,2,1,0,달서구청 환경보호과,,09:00~18:00,,35.85480927,128.550491,민간,기타,수세식,없음,N,없음,,2020-08-31
334,개방화장실,감삼빌딩,대구광역시 달서구 달구벌대로 1680 (두류동),,N,1,2,0,0,0,0,3,0,0,달서구청 환경보호과,,09:00~18:00,,35.85450381,128.5498607,민간,기타,수세식,없음,N,없음,,2020-08-31
335,개방화장실,W병원,"대구광역시 달서구 달구벌대로 1632 (감삼동, 더블유(W)병원)",,N,2,3,0,0,0,0,4,0,0,달서구청 환경보호과,,09:00~18:00,,35.85264198,128.5449674,민간,기타,수세식,없음,N,없음,,2020-08-31
336,개방화장실,대기에너지(주)서남점,대구광역시 달서구 달구벌대로 1631 (감삼동),,Y,0,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.85353636,128.5446526,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
337,개방화장실,감삼파출소,"대구광역시 달서구 달구벌대로 1606 (감삼동, 감삼치안센터)",,N,1,1,0,0,0,0,1,1,0,감삼파출소,,00:00~23:50,,35.8517527,128.54236,국가,공공용시설,수세식,없음,Y,없음,,2020-08-31
338,개방화장실,서대구대동병원,"대구광역시 달서구 달구벌대로 1577 (죽전동, 서대구 대동병원)",,N,2,2,0,0,0,0,2,1,0,달서구청 환경보호과,,09:00~18:00,,35.85129053,128.539048,민간,기타,수세식,없음,N,없음,,2020-08-31
339,개방화장실,FM치과병원,대구광역시 달서구 달구벌대로 1565 (죽전동),,N,1,2,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.85088786,128.5378404,민간,기타,수세식,없음,N,없음,,2020-08-31
340,개방화장실,죽전메디빌,대구광역시 달서구 달구벌대로 1542 (감삼동),,N,3,4,0,0,0,0,3,1,0,달서구청 환경보호과,,09:00~18:00,,35.84956325,128.5357206,민간,기타,수세식,없음,N,없음,,2020-08-31
341,공중화장실,웰컴주유소,대구광역시 달서구 달구벌대로 1536 (감삼동),,N,1,1,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.84952708,128.5351665,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
342,개방화장실,향군회관,대구광역시 달서구 달구벌대로 1491 (용산동),,N,2,3,0,0,0,0,2,1,0,달서구청 환경보호과,,09:00~18:00,,35.84962749,128.5301211,민간,기타,수세식,없음,N,없음,,2020-08-31
343,개방화장실,홈플러스 성서점 지하2층,대구광역시 달서구 달구벌대로 1467 (용산동),,N,4,6,0,0,0,0,10,1,0,홈플러스 성서점,,10:00~00:00,,35.84945295,128.5274081,민간,상업시설,수세식,없음,N,없음,,2020-08-31
344,개방화장실,홈플러스 성서점 지하1층,대구광역시 달서구 달구벌대로 1467 (용산동),,N,3,4,0,0,0,0,7,1,1,홈플러스 성서점,,10:00~00:00,,35.84945295,128.5274081,민간,상업시설,수세식,없음,N,없음,,2020-08-31
345,공중화장실,장기주유소,대구광역시 달서구 달구벌대로 1374 (장기동),,N,0,2,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.85015595,128.5177298,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
346,개방화장실,성서파출소,"대구광역시 달서구 달구벌대로 1327 (이곡동, 성서파출소)",,N,2,2,0,0,0,0,1,0,0,성서파출소,,09:00~18:00,,35.85121214,128.5125829,공공기관,공공용시설,수세식,없음,N,없음,,2020-08-31
347,개방화장실,이곡1동행정복지센터,"대구광역시 달서구 달구벌대로 1309 (이곡동, 이곡1동주민센터)",,N,1,0,0,0,0,0,1,1,0,이곡1동주민센터,,09:00~18:00,,35.85164725,128.5106607,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
348,공중화장실,화물터미널주유소,대구광역시 달서구 성서공단로 346 (월성동),,N,1,2,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.83633903,128.5203262,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
349,개방화장실,남대구IC충전소,대구광역시 달서구 성서공단로 319 (장동),,N,0,2,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.83693808,128.5179914,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
350,개방화장실,대구성서공단우체국,"대구광역시 달서구 성서공단로 118 (월암동, 성서공단우체국)",,N,1,1,0,0,0,0,1,0,0,대구성서공단우체국,,09:00~18:00,,35.83481086,128.4956095,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
351,개방화장실,구상에너지,대구광역시 달서구 성서4차첨단로 184 (월암동),,N,0,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.82952847,128.5187267,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
352,공중화장실,구상주유소,대구광역시 달서구 성서4차첨단로 180 (월암동),,N,0,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.82930616,128.5180629,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
353,개방화장실,두류1.2동행정복지센터,"대구광역시 달서구 성당로51길 32 (두류동, 두류1,2동행정복지센터)",,Y,0,0,0,0,0,0,0,0,0,두류1.2동행정복지센터,,09:00~18:00,,35.8556914,128.5722,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
354,개방화장실,대구두류동우체국,"대구광역시 달서구 성당로 247 (두류동, 두류1동우체국)",,N,1,2,0,0,0,0,1,0,0,대구두류동우체국,,09:00~18:00,,35.85435298,128.5736613,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
355,개방화장실,대구광역시 종합복지관 평리별관 4층,"대구광역시 달서구 성당로 187 (성당동, 대구광역시 종합복지회관)",,N,0,2,0,0,0,0,0,0,0,대구광역시 종합복지관,,09:00~18:00,,35.84972419,128.5698418,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
356,개방화장실,청각언어 장애인복지관 3층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,1,2,0,0,0,0,3,0,0,대구청각언어장애인복지관,,09:00~18:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
357,개방화장실,청각언어 장애인복지관 2층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,1,2,0,0,0,0,3,0,0,대구청각언어장애인복지관,,09:00~18:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,,N,여자화장실,,2020-08-31
358,개방화장실,청각언어 장애인복지관 1층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,1,1,0,0,0,0,1,1,0,대구청각언어장애인복지관,,09:00~18:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
359,개방화장실,달구벌종합 스포츠센터 2층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,1,1,0,0,0,0,1,1,0,대구광역시 달구벌종합 스포츠센터,,09:00~18:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
360,개방화장실,달구벌종합 스포츠센터 1층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,1,1,0,0,0,0,2,1,0,대구광역시 달구벌종합 스포츠센터,,09:00~18:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
361,개방화장실,달구벌종합복지관 4층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,2,3,0,0,0,0,1,1,1,달구벌종합복지관 시설관리팀,,09:00~20:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
362,개방화장실,달구벌종합복지관 3층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,2,3,0,0,0,0,1,1,1,달구벌종합복지관 시설관리팀,,09:00~20:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
363,개방화장실,달구벌종합복지관 2층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,2,3,0,0,0,0,1,1,1,달구벌종합복지관 시설관리팀,,09:00~20:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
364,개방화장실,달구벌종합복지관 1층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,4,4,0,0,0,0,3,1,1,달구벌종합복지관 시설관리팀,,09:00~20:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
365,개방화장실,달구벌종합복지관 지하1층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,2,3,0,0,0,0,2,1,1,달구벌종합복지관 시설관리팀,,09:00~20:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
366,개방화장실,달구벌종합복지관 5층,대구광역시 달서구 달구벌대로291길 100 (용산동),,N,2,3,0,0,0,0,1,1,1,달구벌종합복지관 시설관리팀,,09:00~20:00,,35.85354733,128.5254588,지방자치단체,공공용시설,수세식,,N,여자화장실,,2020-08-31
367,개방화장실,제일빌딩,대구광역시 달서구 달구벌대로259길 33 (이곡동),,N,2,2,0,0,0,0,2,0,0,달서구청 환경보호과,,09:00~18:00,,35.85449966,128.509422,민간,기타,수세식,없음,N,없음,,2020-08-31
368,개방화장실,성서경찰서 별관 3층,"대구광역시 달서구 달구벌대로259길 15 (이곡동, 대구성서경찰서)",,N,4,10,0,0,0,0,0,0,0,성서경찰서,,00:00~23:50,,35.85321735,128.5087733,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
369,개방화장실,성서경찰서 별관 2층,"대구광역시 달서구 달구벌대로259길 15 (이곡동, 대구성서경찰서)",,N,4,10,0,0,0,0,0,0,0,성서경찰서,,00:00~23:50,,35.85321735,128.5087733,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
370,개방화장실,성서경찰서 별관 1층,"대구광역시 달서구 달구벌대로259길 15 (이곡동, 대구성서경찰서)",,N,4,10,0,0,0,0,0,0,0,성서경찰서,,00:00~23:50,,35.85321735,128.5087733,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
371,개방화장실,성서경찰서 민원동 2층,"대구광역시 달서구 달구벌대로259길 15 (이곡동, 대구성서경찰서)",,N,3,3,0,0,0,0,3,0,0,성서경찰서,,00:00~23:50,,35.85321735,128.5087733,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
372,개방화장실,성서경찰서 민원동 1층,"대구광역시 달서구 달구벌대로259길 15 (이곡동, 대구성서경찰서)",,N,3,3,0,0,0,0,3,1,0,성서경찰서,,00:00~23:50,,35.85321735,128.5087733,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
373,개방화장실,성서경찰서 본관 4층,"대구광역시 달서구 달구벌대로259길 15 (이곡동, 대구성서경찰서)",,N,5,5,0,0,0,0,5,0,0,성서경찰서,,00:00~23:50,,35.85321735,128.5087733,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
374,개방화장실,성서경찰서 본관 3층,"대구광역시 달서구 달구벌대로259길 15 (이곡동, 대구성서경찰서)",,N,5,5,0,0,0,0,5,0,0,성서경찰서,,00:00~23:50,,35.85321735,128.5087733,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
375,개방화장실,성서경찰서 본관 2층,"대구광역시 달서구 달구벌대로259길 15 (이곡동, 대구성서경찰서)",,N,5,5,0,0,0,0,5,0,0,성서경찰서,,00:00~23:50,,35.85321735,128.5087733,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
376,개방화장실,성서경찰서 본관 1층,"대구광역시 달서구 달구벌대로259길 15 (이곡동, 대구성서경찰서)",,N,5,5,0,0,0,0,5,1,0,성서경찰서,,00:00~23:50,,35.85321735,128.5087733,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
377,공중화장실,사령봉공원,대구광역시 달서구 달구벌대로245길 17-12,,Y,0,0,0,0,0,0,0,0,0,이곡2동 행정복지센터,,09:00~18:00,,35.85292917,128.5032953,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
378,공중화장실,반고개역,"대구광역시 달서구 달구벌대로 지하 1900 (두류동, 대구지하철2호선 반고개역)",,N,4,8,0,0,0,0,12,1,1,대구도시철도공사 반고개역,,05:20~00:00,,35.86220025,128.5725544,공공기관,교통시설,수세식,여자화장실,Y,없음,,2020-08-31
379,공중화장실,두류역,"대구광역시 달서구 달구벌대로 지하 1760 (두류동, 대구지하철2호선 두류역)",,N,4,5,0,0,0,0,9,1,1,대구도시철도공사 두류역,,05:20~00:00,,35.85754538,128.5566061,공공기관,교통시설,수세식,여자화장실,Y,여자화장실,,2020-08-31
380,공중화장실,감삼역,"대구광역시 달서구 달구벌대로 지하 1665 (감삼동, 대구지하철2호선 감삼역)",,N,4,5,0,0,0,0,8,0,1,대구도시철도공사 감삼역,,05:20~00:00,,35.85423347,128.5479028,공공기관,교통시설,수세식,여자화장실,Y,여자화장실,,2020-08-31
381,공중화장실,죽전역,"대구광역시 달서구 달구벌대로 지하 1560 (죽전동, 대구지하철2호선 죽전역)",,N,3,4,0,0,0,0,8,1,1,대구도시철도공사 죽전역,,05:20~00:00,,35.85054197,128.5383916,공공기관,교통시설,수세식,여자화장실,Y,여자화장실,,2020-08-31
382,개방화장실,성서농협은행,대구광역시 달서구 달구벌대로 1288 (이곡동),,N,3,3,0,0,0,0,3,1,0,달서구청 환경보호과,,09:00~18:00,,35.85122621,128.5080228,민간,기타,수세식,없음,N,없음,,2020-08-31
383,공중화장실,성서주유소,대구광역시 달서구 달구벌대로 1270 (이곡동),,N,0,2,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.85146432,128.505995,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
384,개방화장실,계명LPG충전소,대구광역시 달서구 달구벌대로 1250 (이곡동),,N,1,1,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.85163271,128.5040633,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
385,개방화장실,대구광역시 종합복지관 평리별관 3층,"대구광역시 달서구 성당로 187 (성당동, 대구광역시 종합복지회관)",,N,0,2,0,0,0,0,0,1,0,대구광역시 종합복지관,,09:00~18:00,,35.84972419,128.5698418,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
386,개방화장실,대구광역시 종합복지관 평리별관 2층,"대구광역시 달서구 성당로 187 (성당동, 대구광역시 종합복지회관)",,N,0,2,0,0,0,0,1,1,0,대구광역시 종합복지관,,09:00~18:00,,35.84972419,128.5698418,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
387,개방화장실,대구광역시 종합복지관 평리별관 1층,"대구광역시 달서구 성당로 187 (성당동, 대구광역시 종합복지회관)",,N,0,2,0,0,0,0,0,1,0,대구광역시 종합복지관,,09:00~18:00,,35.84972419,128.5698418,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
388,개방화장실,대구광역시 종합복지관 평리별관 지하1층,"대구광역시 달서구 성당로 187 (성당동, 대구광역시 종합복지회관)",,N,0,3,0,0,0,0,1,0,0,대구광역시 종합복지관,,09:00~18:00,,35.84972419,128.5698418,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
389,개방화장실,대구광역시 종합복지관 제2별관 2층,"대구광역시 달서구 성당로 187 (성당동, 대구광역시 종합복지회관)",,Y,0,0,0,0,0,0,0,0,0,대구광역시 종합복지관,,09:00~18:00,,35.84972419,128.5698418,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
390,개방화장실,대구광역시 종합복지관 제2별관 1층,"대구광역시 달서구 성당로 187 (성당동, 대구광역시 종합복지회관)",,Y,0,0,0,0,0,0,0,0,0,대구광역시 종합복지관,,09:00~18:00,,35.84972419,128.5698418,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
391,개방화장실,대구광역시 종합복지관 제1별관 3층,"대구광역시 달서구 성당로 187 (성당동, 대구광역시 종합복지회관)",,N,3,5,0,0,0,0,5,1,0,대구광역시 종합복지관,,09:00~18:00,,35.84972419,128.5698418,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
392,개방화장실,대구광역시 종합복지관 제1별관 2층,"대구광역시 달서구 성당로 187 (성당동, 대구광역시 종합복지회관)",,N,1,5,0,0,0,0,5,1,0,대구광역시 종합복지관,,09:00~18:00,,35.84972419,128.5698418,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
393,개방화장실,대구광역시 종합복지관 제1별관 1층,"대구광역시 달서구 성당로 187 (성당동, 대구광역시 종합복지회관)",,N,1,5,0,0,0,0,5,1,0,대구광역시 종합복지관,,09:00~18:00,,35.84972419,128.5698418,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
394,개방화장실,대구광역시 종합복지관 본관 3층,"대구광역시 달서구 성당로 187 (성당동, 대구광역시 종합복지회관)",,N,0,5,0,0,0,1,0,0,0,대구광역시 종합복지관,,09:00~18:00,,35.84972419,128.5698418,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
395,개방화장실,대구광역시 종합복지관 본관 2층,"대구광역시 달서구 성당로 187 (성당동, 대구광역시 종합복지회관)",,N,2,5,0,0,0,1,4,1,0,대구광역시 종합복지관,,09:00~18:00,,35.84972419,128.5698418,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
396,개방화장실,대구광역시 종합복지관 본관 1층,"대구광역시 달서구 성당로 187 (성당동, 대구광역시 종합복지회관)",,N,2,6,0,0,0,1,4,1,0,대구광역시 종합복지관,,09:00~18:00,,35.84972419,128.5698418,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
397,개방화장실,대구광역시 종합복지관 본관 지하1층,"대구광역시 달서구 성당로 187 (성당동, 대구광역시 종합복지회관)",,N,0,3,0,0,0,0,0,0,0,대구광역시 종합복지관,,09:00~18:00,,35.84972419,128.5698418,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
398,공중화장실,대동주유소,대구광역시 달서구 성당로 117 (성당동),,Y,0,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.84615411,128.5649856,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
399,공중화장실,계골산공원,대구광역시 달서구 선원로15길 71,,Y,0,0,0,0,0,0,0,0,0,신당동 행정복지센터,,09:00~18:00,,35.86151231,128.4989273,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
400,개방화장실,신당지구대,"대구광역시 달서구 선원로 62 (신당동, 신당지구대)",,N,1,1,0,0,0,0,1,1,0,신당지구대,,00:00~23:50,,35.85896827,128.4991495,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
401,개방화장실,신당동 행정복지센터 장애인,"대구광역시 달서구 선원로 60 (신당동, 신당동행정복지센터)",,N,1,0,0,0,0,0,1,1,0,신당동 행정복지센터,,08:00~18:00,,35.85896865,128.4988307,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
402,개방화장실,신당동 행정복지센터 2층,"대구광역시 달서구 선원로 60 (신당동, 신당동행정복지센터)",,Y,0,0,0,0,0,0,0,0,0,신당동 행정복지센터,,08:00~18:00,,35.85896865,128.4988307,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
403,개방화장실,신당동 행정복지센터 1층,"대구광역시 달서구 선원로 60 (신당동, 신당동행정복지센터)",,N,1,3,0,0,0,0,1,0,0,신당동 행정복지센터,,08:00~18:00,,35.85896865,128.4988307,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
404,개방화장실,대구신당동우체국,"대구광역시 달서구 선원로 58 (신당동, 신당동우체국)",,Y,0,0,0,0,0,0,0,0,0,대구신당동우체국,,09:00~18:00,,35.85895012,128.4985824,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
405,개방화장실,용산2동행정복지센터,"대구광역시 달서구 선원로 278 (용산동, 용산2동행정복지센터)",,N,3,4,0,0,0,0,4,1,0,달서구청 용산2동,,09:00~18:00,,35.85843043,128.522993,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
406,개방화장실,용산파출소,"대구광역시 달서구 선원로 276 (용산동, 용산파출소)",,Y,0,0,0,0,0,0,0,1,0,용산파출소,,00:00~23:50,,35.85855903,128.5228006,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
407,개방화장실,성서노인종합복지관,"대구광역시 달서구 선원로 203 (용산동, 성서노인종합복지관)",,N,8,12,0,0,0,0,20,1,0,성서노인종합복지관,,09:00~18:00,,35.85950932,128.5149236,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
408,공중화장실,성서국민체육센터,대구광역시 달서구 선원로 133 (이곡동),,N,2,3,0,0,0,0,4,1,0,대구시체육회시설관리사업소,,06:00~22:00,,35.86156265,128.5058539,지방자치단체,관광·체육시설,수세식,없음,N,없음,,2020-08-31
409,공중화장실,성서운동장,대구광역시 달서구 선원로 133 (이곡동),,N,3,5,0,0,0,0,5,1,0,대구시체육회시설관리사업소,,09:00~18:00,,35.86156265,128.5058539,지방자치단체,관광·체육시설,수세식,여자화장실,N,없음,,2020-08-31
410,공중화장실,샛별공원,대구광역시 달서구 선원로 100,,N,1,2,0,0,0,0,1,0,0,이곡2동 행정복지센터,,09:00~18:00,,35.85760472,128.5038441,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
